,Id,MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,ExterQual,ExterCond,Foundation,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
760,761,20,RL,9100,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,Hip,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,612,0,252,864,GasA,Ex,Y,SBrkr,864,0,0,6.761572768804055,0,0,1,0,2,1,TA,5,Typ,0,1,300,Y,0,0,0,0,0,0,450,10,2009,WD,Normal,11.755871643580617
761,762,30,RM,6911,Pave,Reg,Lvl,AllPub,FR2,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,5,5,1924,1950,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,PConc,405,0,740,1145,GasA,TA,Y,SBrkr,1301,0,0,7.170888478512505,0,0,1,0,2,1,Fa,5,Min1,0,2,440,Y,0,0,0,0,0,0,0,10,2009,WD,Normal,11.512925464970229
762,763,60,FV,8640,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,24,0,732,756,GasA,Ex,Y,SBrkr,764,783,0,7.344072850573066,0,0,2,1,3,1,Gd,7,Typ,0,2,614,Y,169,45,0,0,0,0,0,6,2010,Con,Normal,12.279323107269766
763,764,60,RL,9430,Pave,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,1163,0,89,1252,GasA,Ex,Y,SBrkr,1268,1097,0,7.768533300926033,1,0,2,1,3,1,Gd,8,Typ,1,3,856,Y,0,128,0,0,180,0,0,7,2009,WD,Normal,12.727838209334498
764,765,120,RL,9549,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1995,1996,Hip,CompShg,BrkFace,BrkFace,Gd,Gd,PConc,437,1057,0,1494,GasA,Ex,Y,SBrkr,1494,0,0,7.309212365692763,1,0,1,1,2,1,Ex,6,Typ,1,2,481,Y,0,30,0,0,216,0,0,4,2006,WD,Normal,12.506177237980511
765,766,20,RL,14587,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,9,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0,0,1498,1498,GasA,Ex,Y,SBrkr,1506,0,0,7.317212408359839,0,0,2,0,2,1,Ex,6,Typ,1,2,592,Y,0,174,0,0,0,0,0,8,2008,New,Partial,12.484204257170104
766,767,60,RL,10421,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,5,1988,1988,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,394,0,586,980,GasA,TA,Y,SBrkr,980,734,0,7.446585099157725,0,0,2,1,3,1,TA,7,Typ,1,2,496,Y,228,66,156,0,0,0,500,3,2010,WD,Normal,12.188417710291453
767,768,50,RL,12508,Pave,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1.5Fin,6,7,1940,1985,Gable,CompShg,VinylSd,VinylSd,TA,TA,CBlock,660,0,323,983,GasA,Ex,Y,SBrkr,983,767,0,7.4673710669175595,1,0,2,0,4,1,TA,7,Mod,0,1,423,Y,245,0,156,0,0,0,1300,7,2008,WD,Normal,11.982929094215963
768,769,20,RL,9100,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,24,0,1836,1860,GasA,Ex,Y,SBrkr,1836,0,0,7.515344571180436,0,0,2,0,3,1,Gd,8,Typ,1,2,484,Y,120,33,0,0,0,0,0,10,2006,WD,Normal,12.28690119819279
769,770,60,RL,53504,Pave,IR2,HLS,AllPub,CulDSac,Mod,StoneBr,Norm,Norm,1Fam,2Story,8,5,2003,2003,Hip,CompShg,CemntBd,Wd Shng,Ex,TA,PConc,1416,0,234,1650,GasA,Ex,Y,SBrkr,1690,1589,0,8.095293776844649,1,0,3,1,4,1,Ex,12,Mod,1,3,841,Y,503,36,0,0,210,0,0,6,2010,WD,Normal,13.195613839143922
770,771,85,RL,7252,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,5,5,1982,1982,Hip,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,685,0,173,858,GasA,TA,Y,SBrkr,858,0,0,6.754604099487962,1,0,1,0,2,1,TA,5,Typ,0,2,576,Y,120,0,0,0,0,0,0,4,2009,WD,Normal,11.812289042195847
771,772,20,RL,8877,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1951,1951,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,836,0,0,836,GasA,TA,Y,FuseF,1220,0,0,7.106606137727303,0,0,1,0,2,1,TA,6,Typ,0,2,396,Y,0,0,0,0,0,0,0,4,2006,COD,Normal,11.532728092266408
772,773,80,RL,7819,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,5,1976,1976,Gable,CompShg,Plywood,Plywood,TA,TA,CBlock,422,127,480,1029,GasA,TA,Y,SBrkr,1117,0,0,7.018401799069201,1,0,1,0,3,1,TA,6,Typ,1,2,672,Y,144,0,0,0,0,0,0,3,2010,WD,Abnorml,11.580584113444043
773,774,20,RL,10150,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,5,1958,1958,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,456,0,456,912,GasA,Ex,Y,FuseA,912,0,0,6.815639990074331,0,0,1,0,2,1,TA,5,Typ,0,1,275,Y,0,0,0,0,0,0,0,7,2007,COD,Normal,11.648330101976432
774,775,20,RL,14226,Pave,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0,0,1935,1935,GasA,Gd,Y,SBrkr,1973,0,0,7.587310506022615,0,0,2,0,3,1,Gd,9,Typ,1,3,895,Y,315,45,0,0,0,0,0,7,2007,New,Partial,12.886641043883259
775,776,120,RM,4500,Pave,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,TA,TA,PConc,866,0,338,1204,GasA,Ex,Y,SBrkr,1204,0,0,7.093404625868766,1,0,2,0,2,1,TA,5,Typ,0,2,412,Y,0,247,0,0,0,0,0,6,2009,WD,Normal,11.99535161421452
776,777,20,RL,11210,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,20,0,1594,1614,GasA,Ex,Y,SBrkr,1614,0,0,7.3864708488298945,0,0,2,0,3,1,Gd,7,Typ,0,3,865,Y,144,59,0,0,0,0,0,7,2006,New,Partial,12.308177868467327
777,778,20,RL,13350,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1974,1974,Hip,CompShg,HdBoard,Plywood,TA,TA,CBlock,762,0,102,864,GasA,TA,Y,SBrkr,894,0,0,6.795705775173514,1,0,1,0,3,1,TA,5,Typ,1,2,440,Y,241,0,0,0,0,0,0,6,2006,WD,Normal,11.867097278690842
778,779,90,RH,8400,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,1Story,5,5,1977,1977,Gable,CompShg,Plywood,Plywood,TA,TA,Slab,0,0,0,0,GasA,TA,Y,SBrkr,2020,0,0,7.61085279039525,0,0,2,0,4,2,TA,10,Typ,2,2,630,Y,0,0,0,0,0,0,0,10,2007,WD,Normal,11.877568578558138
779,780,90,RL,10530,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,SFoyer,6,5,1977,1977,Gable,CompShg,Plywood,ImStucc,TA,TA,CBlock,975,0,0,975,GasA,TA,Y,SBrkr,1004,0,0,6.911747300251674,1,0,1,0,2,1,TA,4,Typ,0,2,504,Y,0,0,0,0,0,0,0,5,2006,WD,Normal,11.813030057420567
780,781,20,RL,7875,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,TA,TA,PConc,0,0,1237,1237,GasA,Gd,Y,SBrkr,1253,0,0,7.133295954896068,0,0,2,0,3,1,TA,6,Typ,1,2,402,Y,220,21,0,0,0,0,0,6,2007,WD,Normal,12.078239274020289
781,782,60,RL,7153,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1992,1992,Gable,CompShg,VinylSd,VinylSd,Gd,Gd,PConc,387,0,374,761,GasA,Ex,Y,SBrkr,810,793,0,7.3796321526095525,0,0,2,1,3,1,Gd,7,Typ,0,2,484,Y,0,124,0,0,0,0,0,7,2006,WD,Normal,12.077670930725649
782,783,20,RL,16285,Pave,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0,0,1413,1413,GasA,Ex,Y,SBrkr,1430,0,0,7.265429723253953,0,0,2,0,3,1,Gd,6,Typ,0,2,605,Y,0,33,0,0,0,0,0,6,2009,WD,Normal,12.139398512262181
783,784,85,RL,9101,Pave,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,5,6,1978,1978,Gable,CompShg,Plywood,Plywood,TA,Gd,PConc,1097,0,0,1097,GasA,Ex,Y,SBrkr,1110,0,0,7.01211529430638,1,0,1,0,1,1,Gd,4,Typ,1,2,602,Y,303,30,0,0,0,0,0,7,2009,WD,Normal,12.016726473799254
784,785,75,RM,6300,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,6,6,1914,2001,Gable,CompShg,Wd Sdng,Wd Shng,TA,TA,CBlock,0,0,742,742,GasA,Ex,Y,SBrkr,742,742,0,7.302496423727326,0,0,2,0,3,1,TA,9,Typ,1,0,0,Y,0,291,134,0,0,0,0,6,2008,WD,Normal,11.759785542901755
785,786,20,RL,9790,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,6,5,1967,1967,Gable,CompShg,BrkFace,Wd Sdng,TA,TA,CBlock,251,630,491,1372,GasA,TA,Y,SBrkr,1342,0,0,7.201916317531627,0,0,2,0,3,1,TA,7,Typ,1,2,457,Y,0,0,0,0,197,0,0,9,2009,WD,Normal,11.992260421644849
786,787,50,RM,10800,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,6,1915,1950,Gable,CompShg,MetalSd,MetalSd,TA,Gd,PConc,686,0,0,686,GasA,TA,Y,SBrkr,966,686,0,7.409741954080923,1,0,2,0,4,1,TA,7,Typ,0,1,416,Y,0,0,196,0,0,0,1200,6,2010,WD,Normal,11.842229212112828
787,788,60,RL,10142,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,656,0,300,956,GasA,Ex,Y,SBrkr,956,1128,0,7.642044402873258,1,0,2,1,4,1,Gd,8,Typ,0,2,618,Y,0,45,0,0,0,0,0,1,2010,WD,Normal,12.358793732547838
788,789,20,RM,6000,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,7,1954,2000,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,0,0,901,901,GasA,Ex,Y,SBrkr,901,0,0,6.803505257608338,0,0,1,0,2,1,TA,4,Typ,0,1,281,Y,0,0,0,0,0,0,0,8,2008,WD,Normal,11.588960151246226
789,790,60,RL,12205,Pave,IR1,Low,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,2Story,6,8,1966,2007,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,568,0,264,832,GasA,Gd,Y,SBrkr,976,1111,0,7.643482907077201,0,0,2,1,5,1,Gd,9,Typ,0,2,444,Y,133,168,0,0,0,0,0,7,2007,WD,Normal,12.141534124392603
790,791,120,RL,3182,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,16,0,1129,1145,GasA,Ex,Y,SBrkr,1145,0,0,7.0431599159883405,0,0,2,0,2,1,Gd,5,Typ,1,2,397,Y,100,16,0,0,0,0,0,9,2009,WD,Normal,11.984178313616395
791,792,80,RL,11333,Pave,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,TA,TA,PConc,539,0,490,1029,GasA,TA,Y,SBrkr,1062,0,0,6.967909201801884,1,0,1,0,3,1,TA,5,Typ,2,2,539,Y,120,0,0,0,0,0,0,5,2007,WD,Normal,11.896826395162552
792,793,60,RL,9920,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,MetalSd,MetalSd,Gd,TA,PConc,862,0,255,1117,GasA,Ex,Y,SBrkr,1127,886,0,7.607381425639791,1,0,2,1,3,1,TA,8,Typ,1,2,455,Y,180,130,0,0,0,0,0,6,2007,WD,Normal,12.50539915757667
793,794,20,RL,9158,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,CemntBd,CmentBd,Gd,TA,PConc,0,0,1496,1496,GasA,Ex,Y,SBrkr,1496,0,0,7.310550158534422,0,0,2,0,3,1,Gd,7,Typ,0,2,474,Y,168,130,0,0,0,0,0,6,2007,New,Partial,12.323855681186558
794,795,60,RL,10832,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1994,1996,Gable,CompShg,MetalSd,MetalSd,Gd,TA,PConc,0,0,712,712,GasA,Ex,Y,SBrkr,1086,809,0,7.546974117516527,0,0,2,1,3,1,Gd,7,Typ,1,2,409,Y,143,46,0,0,0,0,500,10,2008,WD,Normal,12.178187442040638
795,796,60,RL,8400,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,6,1980,1981,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,0,0,650,650,GasA,TA,Y,SBrkr,888,676,0,7.355001921105257,0,0,2,1,3,1,TA,7,Typ,1,2,476,Y,0,50,0,0,204,0,0,4,2010,WD,Normal,12.049418835484797
796,797,20,RL,8197,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,6,5,1977,1977,Gable,CompShg,Plywood,Plywood,TA,TA,CBlock,0,0,660,660,GasA,Ex,Y,SBrkr,1285,0,0,7.158513997329321,0,0,1,1,3,1,TA,7,Typ,1,2,528,Y,138,0,0,0,0,0,0,4,2007,WD,Normal,11.874090314181814
797,798,20,RL,7677,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1953,1953,Gable,CompShg,VinylSd,VinylSd,TA,TA,CBlock,570,0,203,773,GasA,Gd,Y,SBrkr,773,0,0,6.650279048587422,0,0,1,0,2,1,TA,4,Typ,0,1,240,Y,0,0,0,0,0,0,0,4,2008,WD,Abnorml,11.608235644774552
798,799,60,RL,13518,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2008,2009,Hip,CompShg,VinylSd,VinylSd,Ex,TA,PConc,0,0,1926,1926,GasA,Ex,Y,SBrkr,1966,1174,0,8.0519780789023,0,0,3,1,4,1,Ex,11,Typ,2,3,820,Y,144,78,0,0,0,0,0,7,2009,New,Partial,13.091904169919621
799,800,50,RL,7200,Pave,Reg,Lvl,AllPub,Corner,Gtl,SWISU,Feedr,Norm,1Fam,1.5Fin,5,7,1937,1950,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,BrkTil,569,0,162,731,GasA,Ex,Y,SBrkr,981,787,0,7.477604243197589,1,0,1,1,3,1,Gd,7,Typ,2,1,240,Y,0,0,264,0,0,0,0,6,2007,WD,Normal,12.072541252905651
800,801,60,RL,12798,Pave,IR1,HLS,AllPub,Inside,Mod,ClearCr,Feedr,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,462,0,154,616,GasA,Gd,Y,SBrkr,616,1072,0,7.431299675155903,1,0,2,1,4,1,Gd,8,Typ,0,2,603,Y,403,114,185,0,0,0,400,5,2008,WD,Normal,12.206072645530174
801,802,30,RM,4800,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4,7,1916,1990,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,197,0,999,1196,GasA,Ex,Y,FuseA,1196,0,0,7.086737934510577,1,0,1,0,2,1,TA,5,Typ,0,2,440,Y,0,0,0,0,0,0,0,7,2007,WD,Normal,11.607326140391713
802,803,60,RL,8199,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2005,2005,Gable,CompShg,WdShing,Wd Shng,Gd,TA,PConc,648,0,80,728,GasA,Ex,Y,SBrkr,728,728,0,7.283448228756631,1,0,2,1,3,1,Gd,7,Typ,1,2,410,Y,36,18,0,0,0,0,0,10,2008,WD,Normal,12.14950229404178
803,804,60,RL,13891,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2008,2009,Hip,CompShg,VinylSd,VinylSd,Ex,TA,PConc,0,0,1734,1734,GasA,Ex,Y,SBrkr,1734,1088,0,7.945201132412759,0,0,3,1,4,1,Ex,12,Typ,1,3,1020,Y,52,170,0,0,192,0,0,1,2009,New,Partial,13.275827535915461
804,805,20,RL,9000,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,812,0,124,936,GasA,TA,Y,SBrkr,1128,0,0,7.028201432058005,0,0,1,0,2,1,TA,5,Min1,0,1,286,Y,0,0,0,0,0,0,0,6,2006,WD,Family,11.678439903447801
805,806,20,RL,12274,Pave,IR1,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0,0,1417,1417,GasA,Ex,Y,SBrkr,1428,0,0,7.2640301428995295,0,0,2,0,3,1,Ex,6,Typ,0,2,554,Y,0,60,0,0,0,0,0,7,2008,New,Partial,12.33569641332368
806,807,80,RL,9750,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,5,1967,1967,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,400,480,100,980,GasA,Gd,Y,SBrkr,980,0,0,6.887552571664617,0,0,2,0,3,1,TA,6,Typ,0,1,384,Y,68,0,0,0,0,0,0,10,2006,WD,Normal,11.816726919301892
807,808,70,RL,21384,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,2Story,5,6,1923,2004,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,1309,0,15,1324,GasA,Ex,Y,SBrkr,1072,504,0,7.362645270417825,2,0,1,1,3,1,Gd,6,Typ,1,2,528,Y,0,312,0,0,0,0,0,5,2009,WD,Normal,12.31716669303576
808,809,80,RL,13400,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,5,1966,1966,Gable,CompShg,VinylSd,VinylSd,TA,TA,CBlock,516,128,380,1024,GasA,TA,Y,SBrkr,1086,0,0,6.990256500493881,1,0,1,0,3,1,TA,6,Typ,1,2,484,Y,0,0,0,0,0,0,0,6,2006,WD,Normal,11.982616545377663
809,810,75,RM,8100,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,5,5,1898,1965,Hip,CompShg,AsbShng,AsbShng,TA,TA,PConc,0,0,849,849,GasA,TA,N,FuseA,1075,1063,0,7.6676260915849905,0,0,2,0,2,3,TA,11,Typ,0,2,360,N,40,156,0,0,0,0,0,11,2009,WD,Normal,11.571194373094205
810,811,20,RL,10140,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,1974,1999,Hip,CompShg,HdBoard,HdBoard,TA,TA,CBlock,663,377,0,1040,GasA,Fa,Y,SBrkr,1309,0,0,7.1770187659099,1,0,1,1,3,1,Gd,5,Typ,1,2,484,Y,265,0,0,0,0,648,0,1,2006,WD,Normal,12.106252310247962
811,812,120,RM,4438,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,662,0,186,848,GasA,Ex,Y,SBrkr,848,0,0,6.742880635791903,1,0,1,0,1,1,Gd,4,Typ,1,2,420,Y,140,0,0,0,0,0,0,6,2008,ConLD,Normal,11.881034786534624
812,813,20,C (all),8712,Grvl,Reg,Bnk,AllPub,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1Story,5,5,1952,1952,Hip,CompShg,Wd Sdng,Wd Sdng,Fa,TA,CBlock,0,0,540,540,GasA,TA,N,FuseA,1044,0,0,6.950814768442584,0,0,1,0,2,1,Fa,4,Typ,0,2,504,N,0,0,0,0,0,0,54,6,2010,WD,Alloca,10.932981961904135
813,814,20,RL,9750,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1958,1958,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,608,0,834,1442,GasA,Gd,Y,SBrkr,1442,0,0,7.273786317844895,0,0,1,1,4,1,TA,7,Typ,0,1,301,Y,0,0,275,0,0,0,500,4,2007,COD,Normal,11.969717200243734
814,815,50,RL,8248,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,1918,1950,Gable,CompShg,Stucco,Stucco,TA,TA,BrkTil,0,0,686,686,GasW,Gd,Y,SBrkr,686,564,0,7.1308988302963465,0,1,1,1,3,1,Fa,7,Typ,0,1,280,P,207,0,96,0,0,0,0,7,2006,WD,Normal,11.661345470088502
815,816,20,RL,12137,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,0,0,1649,1649,GasA,Ex,Y,SBrkr,1661,0,0,7.415175109613295,0,0,2,0,3,1,Gd,6,Typ,0,2,598,Y,0,34,0,0,0,0,0,5,2010,WD,Normal,12.323411137947407
816,817,20,RL,11425,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1954,1954,Gable,CompShg,BrkFace,BrkFace,TA,TA,CBlock,486,0,522,1008,GasA,Gd,Y,SBrkr,1008,0,0,6.915723448631314,0,0,1,0,2,1,TA,4,Typ,1,1,275,Y,0,0,120,0,0,0,0,7,2006,WD,Normal,11.827736204810263
817,818,20,RL,13265,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1Story,8,5,2002,2002,Hip,CompShg,CemntBd,CmentBd,Gd,TA,PConc,1218,0,350,1568,GasA,Ex,Y,SBrkr,1689,0,0,7.4318919168078,1,0,2,0,3,1,Gd,7,Typ,2,3,857,Y,150,59,0,0,0,0,0,7,2008,WD,Normal,12.509874099861838
818,819,80,RL,8816,Pave,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,SLvl,6,7,1971,1971,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,504,0,506,1010,GasA,Gd,Y,SBrkr,1052,0,0,6.9584483932976555,1,0,1,0,3,1,TA,6,Typ,0,2,440,Y,0,0,0,0,0,0,0,6,2010,WD,Normal,11.951180395901384
819,820,120,RL,6371,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2009,2010,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,733,0,625,1358,GasA,Ex,Y,SBrkr,1358,0,0,7.213768308118642,1,0,2,0,2,1,Gd,6,Typ,1,2,484,Y,192,35,0,0,0,0,0,6,2010,New,Partial,12.319401330837177
820,821,60,RL,7226,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0,0,798,798,GasA,Ex,Y,SBrkr,798,842,0,7.402451520818244,0,0,2,1,3,1,Gd,6,Typ,0,2,595,Y,0,45,0,0,0,0,0,6,2008,WD,Normal,12.117241431823558
821,822,20,RM,6000,Pave,Reg,Bnk,AllPub,Inside,Mod,OldTown,Norm,Norm,2fmCon,1Story,4,4,1953,1953,Gable,CompShg,MetalSd,MetalSd,Fa,TA,CBlock,0,0,936,936,GasA,TA,N,SBrkr,936,0,0,6.841615476477592,0,0,1,0,2,1,TA,4,Min2,0,2,576,Y,0,32,112,0,0,0,0,2,2009,WD,Normal,11.440354772135393
822,823,60,RL,12394,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0,0,847,847,GasA,Ex,Y,SBrkr,847,886,0,7.457609289715606,0,0,2,1,3,1,Gd,7,Typ,1,2,433,Y,100,48,0,0,0,0,0,10,2007,WD,Family,12.323855681186558
823,824,50,RL,9900,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,7,1940,1950,Gable,CompShg,VinylSd,VinylSd,TA,TA,BrkTil,0,0,778,778,GasA,TA,Y,SBrkr,944,545,0,7.305860032684009,0,0,2,0,3,1,TA,7,Typ,1,1,240,Y,335,0,0,0,0,0,0,7,2009,WD,Normal,11.845819880243557
